street_name,street_class_code,new_area_code,surface_type_code,Subarea,Subarea EA,line_length,route_no,year_built,os_sheets,road_start,road_finish,Irish
SEAFIELD ROAD EAST,4,3,1,16,16,560,missing,0,319911,VERNON AVENUE,CLONTARF ROAD,missing
SEAFIELD ROAD EAST,3,3,1,16,16,484,missing,0,319911,VERNON AVENUE,CLONTARF ROAD,missing
SEAFIELD ROAD WEST,6,3,1,15,15,653,missing,0,319815,CASTLE AVENUE,VERNON AVENUE,missing
SEAFORT AVENUE,3,5,2,17,30,252,missing,0,326419,SANDYMOUNT GREEN,BEACH ROAD,Ascaill Muirdúna
SEAFORT AVENUE,5,5,2,17,30,0,missing,0,326419,SANDYMOUNT GREEN,BEACH ROAD,Ascaill Muirdúna
SEAFORT COTTAGES,6,5,2,17,30,46,missing,0,,SEAFORT AVENUE,missing,Iostáin Muirdúna
SEAFORT GARDENS,6,5,3,17,30,229,missing,0,326419,SANDYMOUNT ROAD,missing,Gairdíní Muirdúna
SEAFORT TERRACE,6,5,1,17,30,15,missing,0,,SEAFORT AVENUE,MARINE DRIVE,Ardán Muirdúna
SEAFORT TERRACE,6,5,3,17,30,121,missing,0,,SEAFORT AVENUE,MARINE DRIVE,Ardán Muirdúna
SEAFORT VILLAS,6,5,1,17,30,87,missing,0,326419,SEAFORT AVENUE,missing,Bailtíní Muirdúna
SEAMUS ENNIS ROAD,2,2,1,6,6,460,R103,0,313117,NORTH ROAD,CLUNE ROAD,missing
SEAN HEUSTON BRIDGE,5,1,1,R01,R01,63,missing,0,,WOLF TONE QUAY,VICTORIA QUAY,missing
SEAN MAC DERMOTT STREET LOWER,3,1,1,14,14,639,missing,0,,BUCKINGHAM STREET,GARDINER STREET LOWER,missing
SEAN MAC DERMOTT STREET UPPER,3,1,1,15,15,97,missing,0,319821,GARDINER STREET LOWER,CUMBERLAND STREET,missing
SEAN MOORE ROAD,2,5,1,18,31,819,R131,0,326414,BEACH ROAD,PIGEON HOUSE ROAD,missing
SEAN O' CASEY AVENUE,6,1,1,9,9,0,missing,0,319821,CHARLES STREET GREAT,missing,missing
SEAPARK DRIVE,6,3,2,16,16,358,missing,0,319916,KINCORA ROAD,SEAPARK ROAD,Céide Páirc na Mara
SEAPARK ROAD,3,3,2,16,16,327,missing,0,319911,KINCORA ROAD,MOUNT PROSPECT AVENUE,Bóthar Páirc na Mara
SEAPARK ROAD,6,3,2,16,16,235,missing,0,319911,KINCORA ROAD,MOUNT PROSPECT AVENUE,Bóthar Páirc na Mara
SEAVIEW AVENUE,6,1,2,16,16,254,missing,0,319822,WEST ROAD,CHURCH ROAD,missing
SEAVIEW AVENUE,6,1,3,16,16,134,missing,0,319822,WEST ROAD,CHURCH ROAD,missing
SEAVIEW AVENUE NORTH,5,3,3,15,15,208,missing,0,319819,CLONTARF ROAD,STITES ROAD,missing
SEAVIEW TERRACE,5,5,3,14,27,259,missing,0,,NUTLEY LANE,AILESBURY LANE,Ardán Radharc na Mara
RIALTO COTTAGES-SECOND AVENUE,6,4,3,2,2,60,missing,0,,RIALTO STREET,missing,missing
SECOND AVENUE,6,1,3,2,2,66,missing,0,,SEVILLE PLACE COTTS,missing,missing
SELSKAR TERRACE,6,5,2,10,23,0,missing,0,326421,RANELAGH ROAD,missing,missing
SERPENTINE AVENUE,4,5,1,17,30,553,missing,0,326418,MERRION ROAD,CLAREMONT ROAD,Ascaill na Lúb
SERPENTINE PARK,6,5,2,17,30,178,missing,0,,SERPENTINE ROAD,HOMELEE,Páirc na Lúb
SERPENTINE ROAD,6,5,2,17,30,230,missing,0,326418,SERPENTINE AVENUE,missing,Bóthar na Lúb
SERPENTINE TERRACE,6,5,3,17,30,140,missing,0,,SERPENTINE AVENUE,missing,Ardán na Lúb
SETANTA PLACE,4,5,1,17,9,122,missing,0,326411,FREDERICK STREET SOUTH,missing,missing
SEVEN OAKS,6,3,1,13,13,266,missing,0,319801,SWORDS ROAD,missing,missing
SEVEN OAKS,6,5,1,8,21,0,missing,0,332810,PURSER GARDENS,missing,missing
RIALTO COTTAGES-SEVENTH AVENUE,6,4,3,2,2,65,missing,0,,RIALTO STREET,missing,missing
SEVILLE PLACE,2,1,1,16,16,584,R101,0,319822,AMIENS STREET,SHERRIFF STREET,Plás Seibhille
SEVILLE TERRACE,6,1,3,16,16,122,missing,0,319822,NORTH STRAND ROAD,missing,Ardán Seibhille
SHAMROCK COTTAGES,6,1,3,16,16,55,missing,0,,SHAMROCK PLACE,missing,Iostáin na Seamróige
SHAMROCK PLACE,6,1,3,16,16,63,missing,0,,NORTH STRAND ROAD,GUILDFORD PLACE,Plás na Seamróige
SHAMROCK PLACE,6,1,2,16,16,67,missing,0,,NORTH STRAND ROAD,GUILDFORD PLACE,Plás na Seamróige
SHAMROCK STREET,6,1,3,5,5,76,missing,0,319724,PRIMROSE STREET,AUBURN STREET,Sráid na Seamróige
SHAMROCK TERRACE,6,1,3,16,16,74,missing,0,319822,SHAMROCK PLACE,missing,Ardán na Seamróige
SHAMROCK VILLAS,7,4,2,12,20,116,missing,0,,HAROLD CROSS ROAD,MOUNTAIN VIEW AVENUE,missing
SHANARD AVENUE,6,2,2,8,8,275,missing,0,313115,COLLINS AVENUE EXTENSION,SHANNLISS ROAD,Ascaiall Sheanáird
SHANARD AVENUE,3,2,2,8,8,70,missing,0,313115,COLLINS AVENUE EXTENSION,SHANNLISS ROAD,Ascaiall Sheanáird
SHANARD ROAD,3,2,1,8,8,609,missing,0,313115,SHANARD AVENUE,SHANNLISS ROAD,Bóthar Sheanáird
SHANBOLEY ROAD,6,3,2,6,6,92,missing,0,313217,COOLGARRIF ROAD,SHANTALLA ROAD,Bóthar Seanbhuaile
SHANBOLEY ROAD,3,3,2,6,6,270,missing,0,313217,COOLGARRIF ROAD,SHANTALLA ROAD,Bóthar Seanbhuaile
SHANDON CRESCENT,6,1,1,12,20,254,missing,0,319714,CONNAUGHT STREET,SHANDON PARK,Corrán Sheandúin
SHANDON DRIVE,6,1,2,12,20,238,missing,0,319714,SHANDON ROAD,missing,Céide Sheandúin
SHANDON GARDENS,6,1,2,12,20,406,missing,0,319713,SHANDON PARK,missing,Gairdíní Sheandúin
SHANDON PARK,6,1,2,12,20,276,missing,0,319714,SHANDON GARDENS,SHANDON ROAD,Páirc Sheandúin
SHANDON PARK,6,1,3,12,20,33,missing,0,319714,SHANDON GARDENS,SHANDON ROAD,Páirc Sheandúin
SHANDON ROAD,6,1,3,12,20,184,missing,0,319417,SHANDON PARK,CONNAUGHT STREET,Bóthar Sheandúin
SHANGAN AVENUE,7,2,1,4,4,210,missing,0,313211,SHANGAN ROAD,missing,Ascaill na Seangán
SHANGAN CRESCENT,6,2,3,4,4,80,missing,0,,SHANGAN GREEN,missing,Corrán na Seangán
SHANGAN GARDENS,7,2,1,4,4,352,missing,0,313211,SHANGAN AVENUE,missing,Gairdíní na Seangán
SHANGAN GREEN,6,2,3,4,4,875,missing,0,,SHANGAN ROAD,missing,Plasóg na Seangán
SHANGAN PARK,6,2,3,4,4,105,missing,0,,SHANGAN GREEN,missing,Páirc na Seangán
SHANGAN ROAD,7,2,1,4,4,480,missing,0,313115,BALLYMUN ROAD,missing,Bóthar na Seangán
SHANGANAGH ROAD,6,1,3,13,21,106,missing,0,,HOLLYBANK ROAD,DARGLE ROAD,missing
SHANGLAS ROAD,6,3,2,6,6,268,missing,0,313217,SHANTALLA ROAD,SHANTALLA AVENUE,Bóthar Sheanghlas
SHANID ROAD,6,4,2,12,20,325,missing,0,332808,CLAREVILLE ROAD,missing,Bóthar Seanaid
SHANLISS AVENUE,5,2,2,4,4,750,missing,0,313211,SHANLISS ROAD,SHANLISS WAY,Asacill Sheanleasa
SHANLISS WAY,6,2,1,4,4,70,missing,0,313206,SHANLISS WAY,missing,missing
SHANLISS DRIVE,6,2,2,4,4,177,missing,0,313211,SHANLISS ROAD,SHANLISS AVENUE,Céide Sheanleasa
SHANLISS GARDENS,6,2,2,4,4,60,missing,0,313211,SHANLISS ROAD,missing,Gairdíní Sheanleasa
SHANLISS GROVE,6,2,2,4,4,128,missing,0,313211,SHANLISS AVENUE,missing,Garrán Sheanleasa
SHANLISS PARK,6,2,2,4,4,230,missing,0,313211,SHANLISS ROAD,missing,Páirc Sheanleasa
SHANLISS ROAD,3,2,1,4,4,1098,missing,0,313211,BALLYMUN ROAD,SHANOWEN ROAD,Bóthar Sheanleasa
SHANLISS WALK,6,2,2,4,4,154,missing,0,313211,SHANLISS AVENUE,missing,Siúlán Sheanleasa
SHANLISS WAY,6,2,2,4,4,710,missing,0,313206,SHANLISS WALK,SANTRY AVENUE,Bealach Sheanleasa
SHANNON TERRACE,6,4,3,1,1,57,missing,0,,OLD KILMAINHAIM,missing,Ardán Sionna
SHANOWEN AVENUE,6,2,2,8,8,339,missing,0,313115,COLLINS AVENUE EXTENSION,SHANARD ROAD,Ascaill Sheanabhann
SHANOWEN CRESCENT,6,2,2,8,8,161,missing,0,313216,SHANOWEN ROAD,missing,Corrán Sheanabhann
SHANOWEN DRIVE,6,2,2,8,8,249,missing,0,313216,SHANOWEN ROAD,missing,Céide Sheanabhann
SHANOWEN GROVE,6,2,2,8,8,491,missing,0,313120,SHANOWEN AVENUE,SHANARD AVENUE,Garrán Sheanabhann
SHANOWEN PARK,6,2,2,8,8,322,missing,0,313120,SHANOWEN AVENUE,SHANARD AVENUE,Páirc Sheanabhann
SHANOWEN ROAD,4,2,1,8,8,566,missing,0,313216,SWORDS ROAD,SHANOWEN AVENUE,Bóthar Sheanabhann
SHANOWEN ROAD,3,2,1,8,8,205,missing,0,313216,SWORDS ROAD,SHANOWEN AVENUE,Bóthar Sheanabhann
SHANRATH ROAD,6,2,2,6,4,328,missing,0,313212,LORCAN PARK,missing,Bóthar Sheanrátha
SHANTALLA AVENUE,3,3,2,6,6,173,missing,0,,SHANTALLA ROAD,SHANBOLOY ROAD,Ascaill Sheantalaimh
SHANTALLA DRIVE,6,3,2,6,6,313,missing,0,313217,SHANTALLA ROAD,missing,Céie Sheantalaimh
SHANTALLA PARK,6,3,2,6,6,92,missing,0,313217,SHANTALLA ROAD,missing,Páirc Sheantalaimh
SHANTALLA ROAD,6,3,1,6,6,126,missing,0,313217,BEAUMOUNT ROAD,LORCAN PARK,Bóthar Sheantalaimh
SHANTALLA ROAD,6,3,2,6,6,51,missing,0,313217,BEAUMOUNT ROAD,LORCAN PARK,Bóthar Sheantalaimh
SHANTALLA ROAD,3,3,1,6,6,940,missing,0,313217,BEAUMOUNT ROAD,LORCAN PARK,Bóthar Sheantalaimh
SHANVARNA ROAD,6,2,2,6,4,358,missing,0,313212,SHANTALLA ROAD,SHANRATH ROAD,Bóthar Sheanbheárna
SHAW STREET,4,5,1,16,8,110,missing,0,,PEARSE STREET,TOWNSEND STREET,Sráid Seá
SHAWS LANE,7,5,3,16,29,122,missing,0,326413,BATH AVENUE,missing,missing
SHELBOURNE AVENUE,7,5,3,16,29,122,missing,0,326303,SHELBOURNE ROAD,missing,Ascaill Shíol Bhroin
SHELBOURNE LANE,6,5,2,16,29,180,missing,0,,SHELBOURNE ROAD,missing,Lána Shíol Bhroin
SHELBOURNE ROAD,2,5,1,16,29,913,R815,0,326413,MERRION ROAD,HADDINGTON ROAD,Bóthar Shíol Bhroin
SHELBOURNE VILLAGE,6,5,1,,,0,missing,1992,326407,RINGSEND ROAD,missing,Sráidbhaile Shíol Bhroin
SHELMALIER ROAD,6,1,2,16,16,336,missing,0,319823,CULEDON ROAD,CHURCH ROAD,Bóthar Shíol Mhaoluír
SHELMARTIN AVENUE,3,3,2,15,17,560,missing,0,319807,FAIRVIEW TERRACE,CROYDON GARDENS,Ascaill Síol Márta
SHELMARTIN TERRACE,6,3,2,15,17,121,missing,0,,PHILIPSBURGH,SHELMARTIN AVENUE,Ardán Síol Márta
SHERIFF STREET LOWER,4,1,4,16,16,354,missing,0,,AMIENS STREET,ABERCORN ROAD,missing
SHERIFF STREET LOWER,4,1,1,16,16,596,missing,0,,AMIENS STREET,ABERCORN ROAD,missing
SHERIFF STREET UPPER,2,1,1,16,16,633,R101,0,326402,ABERCORN ROAD,EAST WALL ROAD,missing
SHERKIN GARDENS,6,1,2,14,22,82,missing,0,319801,GRIFFITH AVENUE,missing,Gairdíní Inis Oircín
SHERRARD AVENUE,6,1,3,8,8,88,missing,0,319720,SHERRARD STREET LOWER,missing,Ascaill Séathra
SHERRARD COURT,6,1,1,8,8,30,missing,0,319720,PORTLAND PLACE,missing,missing
SHERRARD STREET LOWER,5,1,3,8,8,175,missing,0,319816,NORTH CIRCULAR ROAD,PORTLAND PLACE,missing
SHERRARD STREET UPPER,4,1,3,9,9,149,missing,0,,GARDINER STREET UPPER,NORTH CIRCULAR ROAD,missing
SHIP STREET GREAT,5,5,1,10,2,287,missing,0,,SHIP STREET LITTLE,GOLDEN LANE,missing
SHIP STREET LITTLE,5,5,4,10,2,111,missing,0,,BRIDE STREET,missing,missing
SHREWSBURY PARK,6,5,2,17,30,199,missing,0,332904,MERRION ROAD,AILESBURY ROAD,Páirc Sriúsbaire
SHREWSBURY ROAD,5,5,3,14,27,554,missing,0,332904,MERRION ROAD,AILESBURY ROAD,Bóthar Shrewsbury
SIBTHORPE LANE,7,5,2,10,23,268,missing,0,326421,LEESON PARK,LITTON HALL,missing
SIGURD ROAD,6,1,3,1,1,133,missing,0,326303,IVAR STREET,HALLIDAY ROAD,Bóthar Síogaire
SILLOGE AVENUE,6,2,1,2,2,452,missing,0,,SILLOGE ROAD,SILLOGE GARDENS,Ascaill na Saileoga
SILLOGE GARDENS,6,2,1,2,2,412,missing,0,313114,SILLOGE AVENUE,missing,Gairdíní na Saileoga
SILLOGE ROAD,3,2,1,2,2,364,missing,0,313114,SANDYHILL AVENUE,BALLYMUN ROAD,Bóthar na Saileoga
SIMMONS PLACE,6,1,2,9,9,46,missing,0,,THOMSONS COTTS,missing,missing
SIMMONSCOURT AVENUE,7,5,3,14,27,102,missing,0,,ANGLESEA ROAD,missing,Ascaill Cúirt Uí Shomacháin
SIMMONSCOURT ROAD,4,5,3,14,27,456,missing,0,,ANGLESEA ROAD,MERRION ROAD,Bóthar Cúirt Uí Shomacháin
SIMMONSCOURT TERRACE,6,5,2,14,27,101,missing,0,,BEAVER ROW,missing,Ardán Cúirt Uí Shomacháin
SION HILL AVENUE,6,4,3,12,20,72,missing,0,332804,CASIMIR ROAD,missing,Ascaill Chnoc Sióin
SION HILL ROAD,6,3,2,13,13,310,missing,0,319802,GLANDORE ROAD,GRACE PARK ROAD,Bóthar Chnoc Sióin
SIR JOHN ROGERSON'S QUAY,4,5,1,23,15,331,missing,0,,CREIGHTON STREET,BRITAIN QUAY,Cé Sir Seán Mac Ruaidhrí
SIR JOHN ROGERSON'S QUAY,2,5,1,23,15,393,R813,0,,CREIGHTON STREET,BRITAIN QUAY,Cé Sir Seán Mac Ruaidhrí
SIR JOHN ROGERSON'S QUAY,4,5,4,23,15,327,missing,0,,CREIGHTON STREET,BRITAIN QUAY,Cé Sir Seán Mac Ruaidhrí
SITRIC PLACE,6,1,3,1,1,68,missing,0,326303,SITRIC ROAD,NOISEMAN PLACE,Plás Soitric
SITRIC ROAD,6,1,3,1,1,204,missing,0,326303,MOUNT TEMPLE ROAD,ARBOUR HILL,Bóthar Soitric
RIALTO COTTAGES-SIXTH AVENUE,6,4,3,2,2,116,missing,0,,RIALTO STREET,missing,missing
SKELLY'S LANE,3,3,1,7,7,700,missing,0,313218,KILMORE ROAD,BEAUMOUNT ROAD,missing
SKREEN ROAD,5,1,1,10,18,546,missing,0,319717,NAVAN ROAD,BLACKBOROUGH AVENUE,Bóthar Scrín
SLADEMORE AVENUE,6,3,2,4,4,525,missing,0,313307,BLUNDEN DRIVE,missing,missing
SLADEMORE CLOSE,6,3,2,4,4,96,missing,0,313307,SLADEMORE AVENUE,missing,missing
SLADEMORE COURT,6,3,2,4,4,65,missing,0,313306,SLADEMORE DRIVE,missing,missing
SLADEMORE DRIVE,6,3,2,4,4,240,missing,0,313306,SLADEMORE AVENUE,missing,missing
SLANE ROAD,6,4,2,10,18,173,missing,0,326322,CLOGHER ROAD,DOWNPATRICK ROAD,Bóthar Bhaile Shláine
SLANEY CLOSE,6,1,1,11,19,131,missing,0,319718,SLANEY ROAD,missing,Clós na Sláine
SLANEY ROAD,6,1,2,11,19,324,missing,0,319708,FINGLAS ROAD,BARROW ROAD,Bóthar na Sláine
SLANEY ROAD,6,1,1,11,19,292,missing,0,319708,FINGLAS ROAD,BARROW ROAD,Bóthar na Sláine
SLEMISH ROAD,6,1,2,10,18,155,missing,0,319716,SUREEN ROAD,missing,Bóthar na Sláine
SLIEVEBLOOM PARK,6,4,2,8,16,305,missing,0,332705,LONG MILE ROAD,missing,missing
SLIEVEBLOOM ROAD,6,4,2,8,16,164,missing,0,332705,BRANDON ROAD,DRIMNAGH ROAD,missing
SLIEVEMORE ROAD,6,4,2,8,16,423,missing,0,326321,KNOCKNAREA ROAD,COOLEY ROAD,Bóthar Sliabh Mór
SLIEVENAMON ROAD,6,4,2,8,16,48,missing,0,326317,DAVITT ROAD,missing,Bóthar Sliabh na mBan
SLIEVENAMON ROAD,3,4,1,8,16,444,missing,0,326317,DAVITT ROAD,missing,Bóthar Sliabh na mBan
SMITHFIELD,4,1,4,3,3,296,missing,0,,ASSAN QUAY TERRACE,NORTH KING STREET,Margadh na Feirme
SMITH'S COTTAGES,7,5,2,11,24,132,missing,0,,BUSHFIELD TERRACE,missing,missing
SOMERSET STREET,6,5,2,16,29,63,missing,0,326413,DORIS STREET,GORDON STREET,Sráid Somerset
SOMERVILLE AVENUE,6,4,2,10,18,307,missing,0,332801,SAINT MARY'S ROAD,missing,Ascaill Somerville
SOMERVILLE DRIVE,6,4,1,10,18,130,missing,0,332806,MOERAN ROAD,missing,missing
SOMERVILLE GREEN,5,4,1,10,18,142,missing,1994,332806,SOMERVILLE PARK,missing,missing
SOMERVILLE PARK,6,4,1,10,18,45,missing,0,332710,SOMERVILLE AVENUE,missing,missing
SOUTH BANK ROAD,4,5,1,18,31,1583,missing,0,326414,SOUTH LINK ROAD,missing,missing
SOUTH DOCK PLACE,6,5,2,16,29,46,missing,0,326413,SOUTH DOCK STREET,missing,"Plás na nDogaí,Theas"
SOUTH DOCK ROAD,5,5,1,16,29,91,missing,0,326408,RINGSEND ROAD,missing,"Bóthar na nDogaí,Theas"
SOUTH DOCK ROAD,5,5,2,16,29,92,missing,0,326408,RINGSEND ROAD,missing,"Bóthar na nDogaí,Theas"
SOUTH DOCK STREET,5,5,1,16,29,286,missing,0,326412,BARROW STREET,SOUTH LOTTS ROAD,"Sráid na nDogaí,Theas"
SOUTH HILL,6,5,2,8,21,704,missing,0,332911,MILLTOWN ROAD,missing,An Cnoc Theas
KING STREET SOUTH,4,5,1,13,5,188,missing,0,,GRAFTON STREET,MERCER STREET LOWER,missing
SOUTH LOTTS ROAD,4,5,1,16,29,525,missing,0,326413,GRAND CANAL STREET UPPER,RINGSEND ROAD,"Bóthar na Scar,Theas"
SOUTHERN CROSS AVENUE,6,4,2,7,15,79,missing,0,326311,GOLDENBRIDGE AVENUE,missing,Ascaill Cnoc an Deisceart
SOUTHERN CROSS AVENUE,3,4,1,7,15,204,missing,0,326311,BULFIN ROAD,GOLDENBRIDGE AVENUE,Ascaill Cnoc an Deisceart
SPA ROAD,6,4,3,7,15,108,missing,0,326215,EMMET ROAD,THOMAS DAVIS STREET,Bóthar an Spá
SPAFIELD TERRACE,7,5,3,17,30,72,missing,0,326424,SANDYMOUNT AVENUE,missing,Ardán Tuar an Spá
SPENCER PLACE,7,1,2,16,16,23,missing,0,,SPENCER STREET,missing,Plás Spencer
SPENCER ROW,6,1,4,14,14,61,missing,0,,TALBOT STREET,STORE STREET,Rae Spencer
SPENCER STREET NORTH,6,1,3,16,16,139,missing,0,319817,LEINSTER AVENUE,missing,missing
SPENCER STREET SOUTH,6,5,1,11,3,71,missing,0,,SOUTH CIRCULAR ROAD,SAINT VINCENT'S STREET,missing
SPERRIN ROAD,5,4,2,8,16,848,missing,0,326316,COOLEY ROAD,missing,Bóthar Speirín
SPIDDAL PARK,6,4,1,2,10,127,missing,0,326211,SPIDDAL ROAD,ORANMORE ROAD,Páirc Spidéil
SPIDDAL ROAD,3,4,2,2,10,100,missing,0,,BLACKDITCH ROAD,CLIFDEN ROAD,Bóthar Spidéil
SPIDDAL ROAD,6,4,2,2,10,617,missing,0,,BLACKDITCH ROAD,CLIFDEN ROAD,Bóthar Spidéil
SPIRE VIEW LANE,7,5,1,5,18,243,missing,0,332810,RATHGAR ROAD,missing,Lána Radharc na Stuairce
SPIRE VIEW,6,1,1,2,2,57,missing,1992,319719,PHIBSBOROUGH AVENUE,missing,missing
SPITALFIELDS,6,4,3,6,6,116,missing,0,326314,GORDON LANE,MARK'S ABBEY WEST,Bánta an Spidéil
SPRING GARDEN LANE,7,5,1,16,8,124,missing,0,,TOWNSEND STREET,PEARSE STREET,Lána Ghairdíní an Earraigh
SPRING GARDEN STREET,6,1,3,13,13,249,missing,0,,BALLYBOUGH ROAD,NORTH STRAND ROAD,Sráid Ghairdíní an Earraigh
SPRINGDALE ROAD,4,3,2,11,11,1081,missing,0,313316,RAHENY ROAD,TONLEGEE ROAD,missing
SPRINGDALE ROAD,4,3,1,11,11,352,missing,0,313316,RAHENY ROAD,TONLEGEE ROAD,missing
SPRINGFIELD,6,1,2,10,18,128,missing,0,319716,BLACKHORSE AVENUE,missing,missing
STABLE LANE,7,5,2,18,10,31,missing,0,326411,MERRION ROW,missing,Lána an Stáblaí
STABLE LANE,7,5,2,18,10,101,missing,0,,LEESON STREET LOWER,missing,Lána an Stáblaí
STABLE LANE,7,5,2,18,10,175,missing,0,326320,HARCOURT STREET,missing,Lána an Stáblaí
STABLE LANE,6,1,3,18,18,84,missing,0,,SMITHFIELD,LINCOLN LANE,Lána an Stáblaí
STAMER STREET,4,5,1,12,4,131,missing,0,326320,LENNOX STREET,SOUTH CIRCULAR ROAD,Sráid Stéamar
STANNAWAY AVENUE,6,4,2,10,18,529,missing,0,332806,SAINT AGNES ROAD,LORCAN O TOOLE PARK,missing
STANNAWAY COURT,6,4,1,10,18,55,missing,0,332806,STANAWAY AVENUE,missing,missing
STANNAWAY DRIVE,5,4,2,10,18,185,missing,0,332807,STANNAWAY ROAD,missing,missing
STANNAWAY ROAD,4,4,1,10,18,272,missing,0,332802,CAPTAIN ROAD,SUNDRIVE ROAD,missing
STANNAWAY ROAD,3,4,1,10,18,750,missing,0,332802,CAPTAIN ROAD,SUNDRIVE ROAD,missing
STANFORD GREEN,6,4,2,10,18,190,missing,0,332705,BALFE ROAD,missing,Faiche Stanford
STANHOPE STREET,6,1,2,2,2,43,missing,0,,GRANGEGORMAN ROAD UPPER,missing,Sráid Stanhope
STANLEY STREET,4,1,4,2,2,38,missing,0,,NORTH BRUNSWICK STREET,missing,Sráid Stanlaí
STATION ROAD,2,3,1,11,11,301,R809,0,313322,HOWTH ROAD,RAHENY ROAD,missing
STEEVEN'S LANE,4,4,1,R01,R01,312,missing,0,,SAINT JOHN'S STREET,JAMES STREET,missing
STEPHEN STREET UPPER,4,5,1,10,2,123,missing,0,326315,SHIP STREET GREAT,AUNGIER STREET,missing
STEPHEN'S LANE,6,5,1,22,14,146,missing,0,326412,STEPHENS PLACE,POWERS COURT,missing
STEPHEN'S LANE,6,5,2,22,14,81,missing,0,326412,STEPHENS PLACE,POWERS COURT,missing
STEPHEN'S PLACE,7,5,4,22,14,75,missing,0,326412,MOUNT STREET UPPER,MOUNT STREET LOWER,missing
STEPHEN'S PLACE,7,5,2,22,14,20,missing,0,326412,MOUNT STREET UPPER,MOUNT STREET LOWER,missing
STEPHEN'S PLACE,6,5,1,22,14,164,missing,0,326412,MOUNT STREET UPPER,MOUNT STREET LOWER,missing
STEPHENS ROAD,6,4,1,7,15,295,missing,0,326311,KICKHAM ROAD,GOLDENBRIDGE AVENUE,missing
THE STILES ROAD,5,3,2,15,15,853,missing,0,319814,SEAVIEW AVENUE NORTH,HOWTH ROAD,missing
STILLORGAN ROAD,1,5,1,R06,R17,1160,N011,0,332908,ANGLESEA ROAD,COUNTY BORO BDY,missing
STIRRUP LANE,7,1,1,7,7,12,missing,0,,BEREFORD STREET,CHURCH STREET,Lána an Stioróp
STIRRUP LANE,6,1,2,7,7,50,missing,0,,BEREFORD STREET,CHURCH STREET,Lána an Stioróp
STOKES PLACE,6,5,1,,,0,missing,0,326310,HARCOURT STREET,missing,missing
STONEY ROAD,6,1,3,16,16,342,missing,0,,EASTWALL ROAD,STRANDVILLE AVENUE,Bóthar Maolcluiche
STONEYBATTER,2,1,1,R06,R06,122,R805,0,326304,MANOR STREET,NORTH KINGS STREET,missing
STONEYBATTER,2,1,2,R06,R06,32,R805,0,326304,MANOR STREET,NORTH KINGS STREET,Bóthar na gCloch
STORE STREET,3,1,1,14,14,256,missing,0,326401,AMIENS STREET,TALBOT STREET,Sráid na Stór
STORMANSTOWN ROAD,6,2,1,7,7,245,missing,0,313119,SAINT PAPPINS ROAD,SAINT CANICES ROAD,missing
STRAND LANE,6,5,3,9,22,43,missing,0,332912,MILLTOWN ROAD,missing,missing
STRAND MEWS,7,5,1,17,30,119,missing,0,332905,SAINT JOHN'S ROAD WEST,missing,Eachlann na Trá
STRAND ROAD,2,5,2,R08,R19,1594,R131,0,326420,MERRION ROAD,NEWGROVE AVENUE,Bóthar na Trá
STRAND ROAD,2,5,1,R08,R19,306,R131,0,326420,MERRION ROAD,NEWGROVE AVENUE,Bóthar na Trá
STRAND STREET,6,5,3,18,31,217,missing,0,,PEMBROKE STREET,missing,Sráid na Trá
STRAND STREET GREAT,4,1,1,12,12,175,missing,0,326308,CAPEL STREET,LIFFEY STREET,Sráid Mhór na Trá
STRAND STREET LITTLE,6,1,1,7,7,151,missing,0,,ASSAN STREET,CAPEL STREET,missing
STRANDVILLE AVENUE,6,1,1,16,16,0,missing,0,319817,NORTH STRAND ROAD,STONEY ROAD,missing
STRANDVILLE AVENUE,6,1,3,16,16,189,missing,0,319817,NORTH STRAND ROAD,STONEY ROAD,missing
STRANDVILLE AVENUE EAST,6,3,2,15,15,307,missing,0,319814,CLONTARF ROAD,HOWTH ROAD,missing
STRANDVILLE AVENUE EAST,6,3,3,15,15,123,missing,0,319814,CLONTARF ROAD,HOWTH ROAD,missing
STRANDVILLE PLACE,6,1,2,16,16,24,missing,0,319822,STRANDVILLE AVENUE,missing,Plás Bailtín Trá
STRANGFORD GARDENS,6,1,3,16,16,88,missing,0,319822,WEST ROAD,missing,Gairdíní an Tochair
STRANGFORD ROAD EAST,6,1,2,16,16,0,missing,0,,WEST ROAD,CHURCH ROAD,missing
STRANGFORD ROAD EAST,6,1,3,16,16,162,missing,0,,WEST ROAD,CHURCH ROAD,missing
STRASBURG TERRACE,6,5,3,18,31,35,missing,0,,STRAND STREET,missing,Ardán Strasbúrg
STRATFORD ROW,6,1,1,13,13,58,missing,0,319821,BAILEYS ROW,missing,missing
STREAMVILLE ROAD,6,3,2,4,4,254,missing,0,313318,MILLBROOK AVENUE,KILFENORA DRIVE,Bóthar Bhailtín an tSrutháin
STREAMVILLE ROAD,6,3,1,4,4,38,missing,0,313318,MILLBROOK AVENUE,KILFENORA DRIVE,Bóthar Bhailtín an tSrutháin
STRONG'S COURT,7,1,2,15,15,45,missing,0,,FINDLATER'S PLACE,missing,Cúirt Strong
SUFFOLK STREET,1,5,1,13,5,108,N011,0,326310,CHURCH STREET,GRAFTON STREET,Sráid Suffolc
SUIR BRIDGE,3,4,1,R08,R17,32,missing,0,,SUIR ROAD,missing,missing
